"Dia","Estació","Nivell absolut (msnm)","Percentatge volum embassat (%)","Volum embassat (hm3)"
"06/12/2025","Embassament de Sant Ponç (Clariana de Cardener)","526,89","82,8","20,22"
"06/12/2025","Embassament de Susqueda (Osor)","346,07","88,1","197,03"
"06/12/2025","Embassament de Foix (Castellet i la Gornal)","99,07","75,3","2,54"
"06/12/2025","Embassament de Siurana (Cornudella de Montsant)","461,82","12,6","1,52"
"06/12/2025","Embassament de Darnius Boadella (Darnius)","150,47","57,2","36,24"
"06/12/2025","Embassament de Riudecanyes","207,31","30,4","1,62"
"06/12/2025","Embassament de la Baells (Cercs)","623,20","79,0","85,89"
"05/12/2025","Embassament de Riudecanyes","207,33","30,4","1,62"
"05/12/2025","Embassament de la Llosa del Cavall (Navès)","801,20","83,1","59,47"
"05/12/2025","Embassament de Sau (Vilanova de Sau)","406,58","46,7","77,51"
"05/12/2025","Embassament de Darnius Boadella (Darnius)","150,48","57,3","36,26"
"05/12/2025","Embassament de la Baells (Cercs)","623,26","79,2","86,05"
"05/12/2025","Embassament de Siurana (Cornudella de Montsant)","461,83","12,6","1,52"
"05/12/2025","Embassament de Sant Ponç (Clariana de Cardener)","526,92","83,0","20,26"
"05/12/2025","Embassament de Foix (Castellet i la Gornal)","99,07","75,3","2,54"
"05/12/2025","Embassament de Susqueda (Osor)","346,17","88,3","197,53"
"04/12/2025","Embassament de Riudecanyes","207,35","30,5","1,62"
"04/12/2025","Embassament de Sant Ponç (Clariana de Cardener)","526,94","83,1","20,29"
"04/12/2025","Embassament de Susqueda (Osor)","346,14","88,3","197,37"
"04/12/2025","Embassament de la Baells (Cercs)","623,31","79,3","86,22"
"04/12/2025","Embassament de Darnius Boadella (Darnius)","150,49","57,3","36,28"
"04/12/2025","Embassament de Sau (Vilanova de Sau)","406,71","47,0","78,00"
"04/12/2025","Embassament de Foix (Castellet i la Gornal)","99,07","75,3","2,54"
"04/12/2025","Embassament de Siurana (Cornudella de Montsant)","461,86","12,7","1,52"
"04/12/2025","Embassament de la Llosa del Cavall (Navès)","801,27","83,3","59,64"
"03/12/2025","Embassament de Sant Ponç (Clariana de Cardener)","526,97","83,3","20,33"
"03/12/2025","Embassament de Foix (Castellet i la Gornal)","99,07","75,3","2,54"
"03/12/2025","Embassament de Siurana (Cornudella de Montsant)","461,88","12,7","1,53"
"03/12/2025","Embassament de Sau (Vilanova de Sau)","406,95","47,6","78,91"
"03/12/2025","Embassament de Riudecanyes","207,36","30,6","1,63"
"03/12/2025","Embassament de la Llosa del Cavall (Navès)","801,34","83,6","59,81"
"03/12/2025","Embassament de Susqueda (Osor)","346,03","88,0","196,82"
"03/12/2025","Embassament de la Baells (Cercs)","623,36","79,5","86,38"
"03/12/2025","Embassament de Darnius Boadella (Darnius)","150,51","57,4","36,34"
"02/12/2025","Embassament de la Baells (Cercs)","623,41","79,6","86,54"
"02/12/2025","Embassament de Darnius Boadella (Darnius)","150,52","57,4","36,36"
"02/12/2025","Embassament de Sau (Vilanova de Sau)","407,10","47,9","79,47"
"02/12/2025","Embassament de Siurana (Cornudella de Montsant)","461,90","12,8","1,53"
"02/12/2025","Embassament de Susqueda (Osor)","345,99","87,9","196,58"
"02/12/2025","Embassament de Riudecanyes","207,36","30,6","1,63"
"02/12/2025","Embassament de la Llosa del Cavall (Navès)","801,41","83,8","59,98"
"02/12/2025","Embassament de Sant Ponç (Clariana de Cardener)","527,00","83,4","20,36"
"02/12/2025","Embassament de Foix (Castellet i la Gornal)","99,08","75,3","2,54"
"01/12/2025","Embassament de Sau (Vilanova de Sau)","407,42","48,7","80,70"
"01/12/2025","Embassament de Siurana (Cornudella de Montsant)","461,92","12,8","1,54"
"01/12/2025","Embassament de Foix (Castellet i la Gornal)","99,08","75,4","2,54"
"01/12/2025","Embassament de la Llosa del Cavall (Navès)","801,48","84,0","60,14"
"01/12/2025","Embassament de Darnius Boadella (Darnius)","150,53","57,5","36,38"
"01/12/2025","Embassament de la Baells (Cercs)","623,46","79,7","86,69"
"01/12/2025","Embassament de Sant Ponç (Clariana de Cardener)","527,03","83,6","20,40"
"01/12/2025","Embassament de Riudecanyes","207,36","30,6","1,63"
"01/12/2025","Embassament de Susqueda (Osor)","345,81","87,5","195,65"
"30/11/2025","Embassament de la Baells (Cercs)","623,51","79,9","86,83"
"30/11/2025","Embassament de Foix (Castellet i la Gornal)","99,08","75,4","2,54"
"30/11/2025","Embassament de Sant Ponç (Clariana de Cardener)","527,06","83,7","20,43"
"30/11/2025","Embassament de la Llosa del Cavall (Navès)","801,55","84,3","60,30"
"30/11/2025","Embassament de Siurana (Cornudella de Montsant)","461,94","12,8","1,54"
"30/11/2025","Embassament de Susqueda (Osor)","345,73","87,3","195,26"
"30/11/2025","Embassament de Riudecanyes","207,37","30,6","1,63"
"30/11/2025","Embassament de Darnius Boadella (Darnius)","150,55","57,6","36,45"
"30/11/2025","Embassament de Sau (Vilanova de Sau)","407,59","49,0","81,32"
"29/11/2025","Embassament de Riudecanyes","207,36","30,6","1,63"
"29/11/2025","Embassament de Foix (Castellet i la Gornal)","99,08","75,4","2,54"
"29/11/2025","Embassament de Darnius Boadella (Darnius)","150,55","57,6","36,46"
"29/11/2025","Embassament de la Baells (Cercs)","623,55","80,0","86,96"
"29/11/2025","Embassament de Susqueda (Osor)","345,67","87,2","194,96"
"29/11/2025","Embassament de la Llosa del Cavall (Navès)","801,62","84,5","60,47"
"29/11/2025","Embassament de Sau (Vilanova de Sau)","407,72","49,4","81,86"
"29/11/2025","Embassament de Siurana (Cornudella de Montsant)","461,96","12,9","1,54"
"29/11/2025","Embassament de Sant Ponç (Clariana de Cardener)","527,08","83,8","20,47"
"28/11/2025","Embassament de Riudecanyes","207,38","30,6","1,63"
"28/11/2025","Embassament de Sau (Vilanova de Sau)","408,17","50,4","83,59"
"28/11/2025","Embassament de Foix (Castellet i la Gornal)","99,09","75,5","2,54"
"28/11/2025","Embassament de Susqueda (Osor)","345,37","86,5","193,40"
"28/11/2025","Embassament de la Baells (Cercs)","623,59","80,1","87,08"
"28/11/2025","Embassament de Darnius Boadella (Darnius)","150,56","57,6","36,47"
"28/11/2025","Embassament de Siurana (Cornudella de Montsant)","461,97","12,9","1,55"
"28/11/2025","Embassament de la Llosa del Cavall (Navès)","801,68","84,7","60,62"
"28/11/2025","Embassament de Sant Ponç (Clariana de Cardener)","527,11","84,0","20,50"
"27/11/2025","Embassament de Foix (Castellet i la Gornal)","99,11","75,9","2,56"
"27/11/2025","Embassament de la Baells (Cercs)","623,62","80,2","87,19"
"27/11/2025","Embassament de Darnius Boadella (Darnius)","150,56","57,6","36,47"
"27/11/2025","Embassament de Sant Ponç (Clariana de Cardener)","527,14","84,1","20,54"
"27/11/2025","Embassament de Siurana (Cornudella de Montsant)","461,99","12,7","1,53"
"27/11/2025","Embassament de Susqueda (Osor)","345,06","85,8","191,83"
"27/11/2025","Embassament de Riudecanyes","207,40","30,7","1,63"
"27/11/2025","Embassament de la Llosa del Cavall (Navès)","801,75","84,9","60,77"
"27/11/2025","Embassament de Sau (Vilanova de Sau)","408,64","51,5","85,44"
"26/11/2025","Embassament de Sau (Vilanova de Sau)","408,86","52,0","86,29"
"26/11/2025","Embassament de Foix (Castellet i la Gornal)","99,13","76,2","2,57"
"26/11/2025","Embassament de la Llosa del Cavall (Navès)","801,81","85,1","60,92"
"26/11/2025","Embassament de Darnius Boadella (Darnius)","150,58","57,7","36,53"
"26/11/2025","Embassament de Sant Ponç (Clariana de Cardener)","527,15","84,2","20,56"
"26/11/2025","Embassament de la Baells (Cercs)","623,67","80,3","87,34"
"26/11/2025","Embassament de Susqueda (Osor)","344,92","85,5","191,13"
"26/11/2025","Embassament de Siurana (Cornudella de Montsant)","462,01","12,7","1,53"
"26/11/2025","Embassament de Riudecanyes","207,43","30,8","1,64"
"25/11/2025","Embassament de Susqueda (Osor)","345,03","85,7","191,68"
"25/11/2025","Embassament de Darnius Boadella (Darnius)","150,60","57,8","36,56"
"25/11/2025","Embassament de la Baells (Cercs)","623,71","80,5","87,47"
"25/11/2025","Embassament de Foix (Castellet i la Gornal)","99,16","76,6","2,58"
"25/11/2025","Embassament de Riudecanyes","207,43","30,8","1,64"
"25/11/2025","Embassament de Sant Ponç (Clariana de Cardener)","527,17","84,3","20,58"
"25/11/2025","Embassament de Siurana (Cornudella de Montsant)","462,03","12,8","1,53"
"25/11/2025","Embassament de la Llosa del Cavall (Navès)","801,87","85,4","61,08"
"25/11/2025","Embassament de Sau (Vilanova de Sau)","408,84","52,0","86,20"
"24/11/2025","Embassament de Susqueda (Osor)","345,16","86,0","192,36"
"24/11/2025","Embassament de Sau (Vilanova de Sau)","408,77","51,8","85,92"
"24/11/2025","Embassament de Siurana (Cornudella de Montsant)","462,05","12,8","1,54"
"24/11/2025","Embassament de la Llosa del Cavall (Navès)","801,93","85,5","61,22"
"24/11/2025","Embassament de Riudecanyes","207,44","30,8","1,64"
"24/11/2025","Embassament de Foix (Castellet i la Gornal)","99,19","77,2","2,60"
"24/11/2025","Embassament de la Baells (Cercs)","623,75","80,6","87,59"
"24/11/2025","Embassament de Darnius Boadella (Darnius)","150,60","57,8","36,58"
"24/11/2025","Embassament de Sant Ponç (Clariana de Cardener)","527,18","84,4","20,59"
"23/11/2025","Embassament de Sant Ponç (Clariana de Cardener)","527,19","84,4","20,61"
"23/11/2025","Embassament de Siurana (Cornudella de Montsant)","462,07","12,8","1,54"
"23/11/2025","Embassament de Foix (Castellet i la Gornal)","99,20","77,3","2,61"
"23/11/2025","Embassament de Susqueda (Osor)","345,22","86,2","192,67"
"23/11/2025","Embassament de la Baells (Cercs)","623,78","80,7","87,70"
"23/11/2025","Embassament de Sau (Vilanova de Sau)","408,70","51,7","85,66"
"23/11/2025","Embassament de Darnius Boadella (Darnius)","150,61","57,8","36,59"
"23/11/2025","Embassament de la Llosa del Cavall (Navès)","801,97","85,7","61,31"
"23/11/2025","Embassament de Riudecanyes","207,43","30,8","1,64"
"22/11/2025","Embassament de Susqueda (Osor)","345,16","86,0","192,33"
"22/11/2025","Embassament de Sant Ponç (Clariana de Cardener)","527,20","84,5","20,62"
"22/11/2025","Embassament de la Baells (Cercs)","623,82","80,8","87,81"
"22/11/2025","Embassament de Darnius Boadella (Darnius)","150,63","57,9","36,65"
"22/11/2025","Embassament de Foix (Castellet i la Gornal)","99,21","77,4","2,61"
"22/11/2025","Embassament de la Llosa del Cavall (Navès)","802,01","85,8","61,40"
"22/11/2025","Embassament de Siurana (Cornudella de Montsant)","462,09","12,9","1,55"
"22/11/2025","Embassament de Sau (Vilanova de Sau)","408,84","52,0","86,22"
"22/11/2025","Embassament de Riudecanyes","207,44","30,8","1,64"
"21/11/2025","Embassament de la Llosa del Cavall (Navès)","802,04","85,9","61,48"
"21/11/2025","Embassament de Darnius Boadella (Darnius)","150,64","57,9","36,68"
"21/11/2025","Embassament de Siurana (Cornudella de Montsant)","462,11","12,9","1,55"
"21/11/2025","Embassament de Sant Ponç (Clariana de Cardener)","527,21","84,5","20,63"
"21/11/2025","Embassament de Foix (Castellet i la Gornal)","99,22","77,6","2,61"
"21/11/2025","Embassament de Susqueda (Osor)","344,79","85,2","190,46"
"21/11/2025","Embassament de Riudecanyes","207,45","30,9","1,64"
"21/11/2025","Embassament de la Baells (Cercs)","623,86","80,9","87,93"
"21/11/2025","Embassament de Sau (Vilanova de Sau)","409,35","53,2","88,25"
"20/11/2025","Embassament de Sant Ponç (Clariana de Cardener)","527,22","84,6","20,65"
"20/11/2025","Embassament de la Baells (Cercs)","623,89","81,0","88,04"
"20/11/2025","Embassament de la Llosa del Cavall (Navès)","802,07","86,0","61,55"
"20/11/2025","Embassament de Darnius Boadella (Darnius)","150,66","58,0","36,73"
"20/11/2025","Embassament de Susqueda (Osor)","344,65","84,9","189,75"
"20/11/2025","Embassament de Sau (Vilanova de Sau)","409,57","53,8","89,15"
"20/11/2025","Embassament de Riudecanyes","207,45","30,9","1,64"
"20/11/2025","Embassament de Foix (Castellet i la Gornal)","99,22","77,7","2,62"
"20/11/2025","Embassament de Siurana (Cornudella de Montsant)","462,13","13,0","1,56"
"19/11/2025","Embassament de la Llosa del Cavall (Navès)","802,10","86,1","61,61"
"19/11/2025","Embassament de Siurana (Cornudella de Montsant)","462,15","13,0","1,56"
"19/11/2025","Embassament de Riudecanyes","207,45","30,9","1,64"
"19/11/2025","Embassament de Susqueda (Osor)","344,45","84,4","188,78"
"19/11/2025","Embassament de Sau (Vilanova de Sau)","409,85","54,4","90,26"
"19/11/2025","Embassament de la Baells (Cercs)","623,91","81,0","88,09"
"19/11/2025","Embassament de Foix (Castellet i la Gornal)","99,23","77,7","2,62"
"19/11/2025","Embassament de Sant Ponç (Clariana de Cardener)","527,22","84,6","20,65"
"19/11/2025","Embassament de Darnius Boadella (Darnius)","150,67","58,1","36,76"
"18/11/2025","Embassament de Sant Ponç (Clariana de Cardener)","527,22","84,5","20,64"
"18/11/2025","Embassament de Sau (Vilanova de Sau)","410,16","55,2","91,52"
"18/11/2025","Embassament de Riudecanyes","207,46","30,9","1,65"
"18/11/2025","Embassament de la Baells (Cercs)","623,91","81,0","88,09"
"18/11/2025","Embassament de Foix (Castellet i la Gornal)","99,23","77,8","2,62"
"18/11/2025","Embassament de Darnius Boadella (Darnius)","150,67","58,1","36,76"
"18/11/2025","Embassament de Siurana (Cornudella de Montsant)","462,17","13,0","1,56"
"18/11/2025","Embassament de la Llosa del Cavall (Navès)","802,12","86,2","61,66"
"18/11/2025","Embassament de Susqueda (Osor)","344,23","83,9","187,65"
"17/11/2025","Embassament de Susqueda (Osor)","344,10","83,6","187,02"
"17/11/2025","Embassament de la Llosa del Cavall (Navès)","802,15","86,3","61,73"
"17/11/2025","Embassament de Foix (Castellet i la Gornal)","99,23","77,8","2,62"
"17/11/2025","Embassament de Riudecanyes","207,46","30,9","1,65"
"17/11/2025","Embassament de Sau (Vilanova de Sau)","410,34","55,7","92,28"
"17/11/2025","Embassament de Siurana (Cornudella de Montsant)","462,19","13,0","1,57"
"17/11/2025","Embassament de Sant Ponç (Clariana de Cardener)","527,20","84,5","20,62"
"17/11/2025","Embassament de la Baells (Cercs)","623,91","81,0","88,08"
"17/11/2025","Embassament de Darnius Boadella (Darnius)","150,68","58,1","36,79"
"16/11/2025","Embassament de Riudecanyes","207,46","30,9","1,65"
"16/11/2025","Embassament de Susqueda (Osor)","344,09","83,6","186,98"
"16/11/2025","Embassament de la Baells (Cercs)","623,90","81,0","88,06"
"16/11/2025","Embassament de Foix (Castellet i la Gornal)","99,23","77,8","2,62"
"16/11/2025","Embassament de Siurana (Cornudella de Montsant)","462,20","13,1","1,57"
"16/11/2025","Embassament de Darnius Boadella (Darnius)","150,68","58,1","36,79"
"16/11/2025","Embassament de Sau (Vilanova de Sau)","410,37","55,7","92,40"
"16/11/2025","Embassament de Sant Ponç (Clariana de Cardener)","527,18","84,3","20,59"
"16/11/2025","Embassament de la Llosa del Cavall (Navès)","802,16","86,3","61,77"
"15/11/2025","Embassament de Darnius Boadella (Darnius)","150,70","58,2","36,85"
"15/11/2025","Embassament de la Baells (Cercs)","623,92","81,1","88,13"
"15/11/2025","Embassament de Riudecanyes","207,46","30,9","1,65"
"15/11/2025","Embassament de Siurana (Cornudella de Montsant)","462,22","13,1","1,57"
"15/11/2025","Embassament de la Llosa del Cavall (Navès)","802,16","86,3","61,77"
"15/11/2025","Embassament de Sau (Vilanova de Sau)","410,29","55,5","92,07"
"15/11/2025","Embassament de Foix (Castellet i la Gornal)","99,23","77,7","2,62"
"15/11/2025","Embassament de Susqueda (Osor)","344,21","83,9","187,56"
"15/11/2025","Embassament de Sant Ponç (Clariana de Cardener)","527,15","84,2","20,55"
"14/11/2025","Embassament de Sau (Vilanova de Sau)","410,23","55,4","91,82"
"14/11/2025","Embassament de la Baells (Cercs)","623,95","81,1","88,21"
"14/11/2025","Embassament de Foix (Castellet i la Gornal)","99,23","77,7","2,62"
"14/11/2025","Embassament de Siurana (Cornudella de Montsant)","462,24","13,1","1,58"
"14/11/2025","Embassament de Riudecanyes","207,46","30,9","1,65"
"14/11/2025","Embassament de Darnius Boadella (Darnius)","150,71","58,2","36,87"
"14/11/2025","Embassament de Susqueda (Osor)","344,29","84,1","187,98"
"14/11/2025","Embassament de Sant Ponç (Clariana de Cardener)","527,13","84,1","20,52"
"14/11/2025","Embassament de la Llosa del Cavall (Navès)","802,16","86,3","61,75"
"13/11/2025","Embassament de Sau (Vilanova de Sau)","410,16","55,2","91,53"
"13/11/2025","Embassament de Darnius Boadella (Darnius)","150,71","58,2","36,87"
"13/11/2025","Embassament de la Baells (Cercs)","624,00","81,3","88,38"
"13/11/2025","Embassament de Susqueda (Osor)","344,37","84,3","188,38"
"13/11/2025","Embassament de la Llosa del Cavall (Navès)","802,20","86,5","61,87"
"13/11/2025","Embassament de Foix (Castellet i la Gornal)","99,25","78,2","2,63"
"13/11/2025","Embassament de Riudecanyes","207,48","31,0","1,65"
"13/11/2025","Embassament de Sant Ponç (Clariana de Cardener)","527,13","84,1","20,53"
"13/11/2025","Embassament de Siurana (Cornudella de Montsant)","462,25","13,2","1,58"
"12/11/2025","Embassament de Siurana (Cornudella de Montsant)","462,27","13,2","1,58"
"12/11/2025","Embassament de la Baells (Cercs)","624,07","81,5","88,59"
"12/11/2025","Embassament de Darnius Boadella (Darnius)","150,71","58,2","36,87"
"12/11/2025","Embassament de Riudecanyes","207,50","31,1","1,65"
"12/11/2025","Embassament de Susqueda (Osor)","344,44","84,4","188,75"
"12/11/2025","Embassament de la Llosa del Cavall (Navès)","802,24","86,6","61,96"
"12/11/2025","Embassament de Sant Ponç (Clariana de Cardener)","527,16","84,3","20,57"
"12/11/2025","Embassament de Foix (Castellet i la Gornal)","99,28","78,6","2,65"
"12/11/2025","Embassament de Sau (Vilanova de Sau)","410,08","55,0","91,21"
"11/11/2025","Embassament de Sant Ponç (Clariana de Cardener)","527,18","84,3","20,58"
"11/11/2025","Embassament de Riudecanyes","207,52","31,1","1,66"
"11/11/2025","Embassament de Darnius Boadella (Darnius)","150,71","58,2","36,87"
"11/11/2025","Embassament de la Baells (Cercs)","624,12","81,6","88,75"
"11/11/2025","Embassament de Susqueda (Osor)","344,47","84,5","188,90"
"11/11/2025","Embassament de Sau (Vilanova de Sau)","410,06","55,0","91,13"
"11/11/2025","Embassament de la Llosa del Cavall (Navès)","802,28","86,7","62,04"
"11/11/2025","Embassament de Foix (Castellet i la Gornal)","99,29","78,7","2,65"
"11/11/2025","Embassament de Siurana (Cornudella de Montsant)","462,28","13,2","1,59"
"10/11/2025","Embassament de Sant Ponç (Clariana de Cardener)","527,17","84,3","20,57"
"10/11/2025","Embassament de Susqueda (Osor)","344,38","84,3","188,45"
"10/11/2025","Embassament de Riudecanyes","207,55","31,2","1,66"
"10/11/2025","Embassament de Darnius Boadella (Darnius)","150,71","58,3","36,88"
"10/11/2025","Embassament de la Baells (Cercs)","624,17","81,8","88,92"
"10/11/2025","Embassament de Foix (Castellet i la Gornal)","99,29","78,8","2,65"
"10/11/2025","Embassament de Siurana (Cornudella de Montsant)","462,29","13,2","1,59"
"10/11/2025","Embassament de Sau (Vilanova de Sau)","410,19","55,3","91,65"
"10/11/2025","Embassament de la Llosa del Cavall (Navès)","802,32","86,9","62,16"
"09/11/2025","Embassament de la Llosa del Cavall (Navès)","802,37","87,0","62,27"
"09/11/2025","Embassament de Riudecanyes","207,57","31,3","1,67"
"09/11/2025","Embassament de Foix (Castellet i la Gornal)","99,29","78,8","2,65"
"09/11/2025","Embassament de Darnius Boadella (Darnius)","150,72","58,3","36,89"
"09/11/2025","Embassament de la Baells (Cercs)","624,21","81,9","89,05"
"09/11/2025","Embassament de Susqueda (Osor)","344,31","84,1","188,09"
"09/11/2025","Embassament de Sant Ponç (Clariana de Cardener)","527,16","84,2","20,56"
"09/11/2025","Embassament de Sau (Vilanova de Sau)","410,27","55,5","91,99"
"09/11/2025","Embassament de Siurana (Cornudella de Montsant)","462,31","13,2","1,59"
"08/11/2025","Embassament de Siurana (Cornudella de Montsant)","462,31","13,3","1,59"
"08/11/2025","Embassament de la Baells (Cercs)","624,24","82,0","89,15"
"08/11/2025","Embassament de Sau (Vilanova de Sau)","410,17","55,2","91,56"
"08/11/2025","Embassament de Darnius Boadella (Darnius)","150,72","58,3","36,90"
"08/11/2025","Embassament de Foix (Castellet i la Gornal)","99,26","78,2","2,63"
"08/11/2025","Embassament de Susqueda (Osor)","344,35","84,2","188,28"
"08/11/2025","Embassament de Riudecanyes","207,58","31,4","1,67"
"08/11/2025","Embassament de la Llosa del Cavall (Navès)","802,42","87,2","62,38"
"08/11/2025","Embassament de Sant Ponç (Clariana de Cardener)","527,14","84,2","20,54"
"07/11/2025","Embassament de Riudecanyes","207,59","31,4","1,67"
"07/11/2025","Embassament de Siurana (Cornudella de Montsant)","462,31","13,3","1,59"
"07/11/2025","Embassament de Darnius Boadella (Darnius)","150,75","58,4","36,97"
"07/11/2025","Embassament de la Baells (Cercs)","624,27","82,1","89,22"
"07/11/2025","Embassament de Foix (Castellet i la Gornal)","99,23","77,7","2,62"
"07/11/2025","Embassament de Susqueda (Osor)","344,41","84,3","188,56"
"07/11/2025","Embassament de la Llosa del Cavall (Navès)","802,45","87,3","62,47"
"07/11/2025","Embassament de Sant Ponç (Clariana de Cardener)","527,12","84,1","20,52"
"07/11/2025","Embassament de Sau (Vilanova de Sau)","409,97","54,7","90,75"
"06/11/2025","Embassament de Foix (Castellet i la Gornal)","99,20","77,3","2,60"
"06/11/2025","Embassament de Riudecanyes","207,60","31,4","1,67"
"06/11/2025","Embassament de Darnius Boadella (Darnius)","150,71","58,2","36,87"
"06/11/2025","Embassament de la Llosa del Cavall (Navès)","802,46","87,3","62,50"
"06/11/2025","Embassament de la Baells (Cercs)","624,27","82,1","89,24"
"06/11/2025","Embassament de Siurana (Cornudella de Montsant)","462,32","13,3","1,59"
"06/11/2025","Embassament de Susqueda (Osor)","344,17","83,8","187,39"
"06/11/2025","Embassament de Sant Ponç (Clariana de Cardener)","527,09","83,9","20,48"
"06/11/2025","Embassament de Sau (Vilanova de Sau)","409,97","54,7","90,75"
"05/11/2025","Embassament de Siurana (Cornudella de Montsant)","462,32","13,3","1,59"
"05/11/2025","Embassament de Riudecanyes","207,63","31,5","1,68"
"05/11/2025","Embassament de Foix (Castellet i la Gornal)","99,32","79,2","2,67"
"05/11/2025","Embassament de la Llosa del Cavall (Navès)","802,49","87,4","62,56"
"05/11/2025","Embassament de Susqueda (Osor)","344,25","84,0","187,78"
"05/11/2025","Embassament de Sau (Vilanova de Sau)","409,83","54,4","90,20"
"05/11/2025","Embassament de Darnius Boadella (Darnius)","150,69","58,2","36,82"
"05/11/2025","Embassament de Sant Ponç (Clariana de Cardener)","527,07","83,8","20,45"
"05/11/2025","Embassament de la Baells (Cercs)","624,30","82,2","89,34"
"04/11/2025","Embassament de Siurana (Cornudella de Montsant)","462,34","13,3","1,60"
"04/11/2025","Embassament de Susqueda (Osor)","344,37","84,2","188,35"
"04/11/2025","Embassament de la Baells (Cercs)","624,37","82,4","89,54"
"04/11/2025","Embassament de Darnius Boadella (Darnius)","150,71","58,2","36,87"
"04/11/2025","Embassament de Foix (Castellet i la Gornal)","99,34","79,5","2,68"
"04/11/2025","Embassament de Sant Ponç (Clariana de Cardener)","527,07","83,8","20,44"
"04/11/2025","Embassament de la Llosa del Cavall (Navès)","802,55","87,6","62,71"
"04/11/2025","Embassament de Sau (Vilanova de Sau)","409,80","54,3","90,06"
"04/11/2025","Embassament de Riudecanyes","207,65","31,6","1,68"
"03/11/2025","Embassament de Darnius Boadella (Darnius)","150,71","58,2","36,87"
"03/11/2025","Embassament de la Baells (Cercs)","624,44","82,6","89,76"
"03/11/2025","Embassament de Riudecanyes","207,67","31,7","1,69"
"03/11/2025","Embassament de Susqueda (Osor)","344,26","84,0","187,83"
"03/11/2025","Embassament de la Llosa del Cavall (Navès)","802,61","87,8","62,86"
"03/11/2025","Embassament de Sant Ponç (Clariana de Cardener)","527,06","83,7","20,44"
"03/11/2025","Embassament de Siurana (Cornudella de Montsant)","462,36","13,3","1,60"
"03/11/2025","Embassament de Sau (Vilanova de Sau)","409,99","54,8","90,84"
"03/11/2025","Embassament de Foix (Castellet i la Gornal)","99,34","79,6","2,68"
"02/11/2025","Embassament de Foix (Castellet i la Gornal)","99,35","79,7","2,68"
"02/11/2025","Embassament de la Baells (Cercs)","624,50","82,8","89,96"
"02/11/2025","Embassament de Sant Ponç (Clariana de Cardener)","527,06","83,7","20,44"
"02/11/2025","Embassament de Darnius Boadella (Darnius)","150,71","58,3","36,88"
"02/11/2025","Embassament de Siurana (Cornudella de Montsant)","462,38","13,4","1,61"
"02/11/2025","Embassament de Sau (Vilanova de Sau)","410,19","55,3","91,64"
"02/11/2025","Embassament de Riudecanyes","207,70","31,8","1,69"
"02/11/2025","Embassament de la Llosa del Cavall (Navès)","802,67","88,1","63,01"
"02/11/2025","Embassament de Susqueda (Osor)","344,16","83,8","187,35"
"01/11/2025","Embassament de la Baells (Cercs)","624,56","82,9","90,16"
"01/11/2025","Embassament de Sant Ponç (Clariana de Cardener)","527,05","83,7","20,43"
"01/11/2025","Embassament de Siurana (Cornudella de Montsant)","462,40","13,4","1,61"
"01/11/2025","Embassament de Foix (Castellet i la Gornal)","99,35","79,7","2,69"
"01/11/2025","Embassament de Susqueda (Osor)","344,20","83,9","187,54"
"01/11/2025","Embassament de Riudecanyes","207,72","31,9","1,70"
"01/11/2025","Embassament de Sau (Vilanova de Sau)","410,21","55,3","91,72"
"01/11/2025","Embassament de Darnius Boadella (Darnius)","150,72","58,3","36,89"
"01/11/2025","Embassament de la Llosa del Cavall (Navès)","802,73","88,3","63,16"
